20220421213829,16.1514
20220421213831,16.1269
20220421213833,16.1269
20220421213843,16.1269
20220421213846,16.1269
20220421213848,16.1269
20220421213850,16.1269
20220421213853,16.1269
20220421213855,16.1269
20220421213908,16.1269
20220421213911,16.1269
20220421213914,16.1269
20220421213916,16.1269
20220421213919,16.1269
20220421213922,16.1269
20220421214027,16.1269
20220421214028,16.1269
20220421214030,16.1269
20220421214031,16.1269
20220423011357,15.5844
20220423012522,15.5844
20220423012557,15.5844
20220424012927,15.392
20220424012936,15.392
20220424012939,15.392
20220424012945,15.392
20220424012952,15.392
20220424015723,15.497
20220424023946,15.3457
